"","Actor","Director","id"
"19148","leo gorcey","william beaudine",180819
"19149","betsy rue","robert nathan",180850
"19150","lynn whitfield","nicholas dibella",180856
"19151","isabella ferrari","paolo franchi",180859
"19152",NA,"kjell grede",180879
"19153","scott adkins","isaac florentine",180894
"19154","nanako matsushima","takashi miike",180900
"19155","paul walker","mukunda michael dewil",180948
"19156","dominic cooper","christopher menaul",180951
"19157","charles laughton","erich pommer",180954
"19158","pablo cerda","alberto fuguet",180998
"19159","adam cheng","ronny yu",181009
"19160","serge yanogo","gaston kaboré",181083
"19161",NA,"tsai ming liang",181104
"19162",NA,"ken jacobs",181267
"19163","william shatner","william a graham",181269
"19164","tom hardy","daniel espinosa",181283
"19165","kevin hart","leslie small",181330
"19166","bela lugosi","ray taylor",181426
"19167","véronique jannot","samuel fuller",181456
"19168","ronald colman","joseph l mankiewicz",181537
"19169","evgeniy sidikhin","nikolai stambula",181564
"19170","nicolas vaporidis","matteo vicino",181565
"19171","anna may wong","walter forde",181649
"19172","masako nozawa","kei ichi sato",181656
"19173",NA,"james ingrassia",181801
"19174","jake gyllenhaal","denis villeneuve",181886
"19175","willy fernandez","lav diaz",181999
"19176",NA,"arthur lipsett",182099
"19177","megumi han","yoh yoshinari",182131
"19178","françois cluzet","philippe godeau",182246
"19179","matthew settle","christian charles",182349
"19180","filippo scicchitano","giacomo campiotti",182415
"19181","vittoria belvedere","giorgio capitani",182424
"19182","luk wyns","luk wyns",182528
"19183","michael york","nicholas eliopoulos",182548
"19184","michelle harrison","kirk caouette",182583
"19185","robert donat","alexander korda",182756
"19186","hiromi tsuru","kunihiko yuyama",182768
"19187","chris penn","adrian pasdar",182799
"19188","vittorio gassman","sergio citti",182843
"19189","lionel barrymore","richard thorpe",182899
"19190","giacomo agostini","jérôme laperrousaz",182937
"19191","leo gorcey","william beaudine",182950
"19192","andy rodoreda","ben howling",182972
"19193",NA,"paul kelly",182991
"19194","emlyn williams","john brahm",183039
"19195","bob hope","melvin frank",183049
"19196","j c quinn","peter lehner",183088
"19197",NA,"nick zedd",183108
"19198",NA,"nick zedd",183111
"19199","nick zedd","nick zedd",183113
"19200","nick zedd","nick zedd",183119
"19201","lydia lunch","nick zedd",183127
"19202",NA,"nick zedd",183128
"19203","oliver tobias","luke korem",183176
"19204","lionel barrymore","willis goldbeck",183190
"19205","mickey mantle","walter doniger",183218
"19206","stephen boyd","philip dunne",183247
"19207","robbie coltrane","yves simoneau",183252
"19208","maria georgiadou","constantina voulgaris",183336
"19209","matt besser","eric cochran",183339
"19210","jenny karezi","dinos dimopoulos",183383
"19211","amy davis","jon moritsugu",183386
"19212","jenny karezi","dinos dimopoulos",183388
"19213","christopher denham","nate taylor",183433
"19214","giuliano gemma","damiano damiani",183635
"19215","sarah bolger","malik bader",183662
"19216",NA,"melody gilbert",183672
"19217","dennis morgan","ray enright",183825
"19218","johnny mack brown","king vidor",183832
"19219","richard hammer","joseph strick",183859
"19220","mumia abu jamal","john edginton",183871
"19221","raf vallone","sidney lumet",183889
"19222","lloyd kaufman","dan m kinem",183910
"19223","apollon uni","rex ingram",183932
"19224","david zaugh","chris chan lee",183946
"19225","alex del rosario","mel chionglo",183955
"19226","bruno cremer","yves boisset",183962
"19227","margherita buy","mario monicelli",183964
"19228","sulevi peltola","aki kaurismäki",184002
"19229","george kennedy","boris sagal",184061
"19230","adam brody","tim story",184098
"19231","randolph scott","ray enright",184129
"19232","danila kozlovsky","nikolay lebedev",184155
"19233","davika hoorne","banjong pisanthanakun",184219
"19234","amo bek nazaryan","ivane perestiani",184260
"19235","rudolph valentino","phil rosen",184267
"19236","marine vacth","françois ozon",184314
"19237","angela schijf","diederik van rooijen",184323
"19238","leo gorcey","jean yarbrough",184328
"19239","robert de niro","jonathan jakubowicz",184341
"19240",NA,"walter ruttmann",184402
"19241","donald keith","wesley ruggles",184507
"19242",NA,"ralph steiner",184522
"19243","charlotte rampling","alina marazzi",184681
"19244","bo linton","filip maciejewicz",184710
"19245","ali macgraw","sidney lumet",184799
"19246","andré heuzé","julien duvivier",184819
"19247","lionel barrymore","john cromwell",184824
"19248","harry shearer","harry shearer",184835
"19249","seth green","joel allen schroeder",184846
"19250","priscilla bonner","walter lang",184862
"19251","blayne weaver","paul osborne",184866
"19252","qiang chen","xie jin",184868
"19253","lionel barrymore","james young",184885
"19254","1052155","b reeves eason",184958
"19255","margherita buy","maria sole tognazzi",184992
"19256",NA,"elem klimov",185057
"19257","yoshio harada","rokuro mochizuki",185110
"19258","thanasis vengos","thanasis vengos",185111
"19259","saeed jaffrey","ismail merchant",185153
"19260","james mason","james ivory",185154
"19261","anne baxter","james ivory",185156
"19262",NA,"grace lee",185158
"19263","conchita montes","jerónimo mihura",185180
"19264",NA,"claude chabrol",185191
"19265","lana turner","curtis bernhardt",185197
"19266","wendy delorme","todd verow",185207
"19267","rudolf martin","henry barrial",185248
"19268","paul mccarthy boyington","paul hough",185267
"19269","leo gorcey","william beaudine",185273
"19270","leo gorcey","william beaudine",185289
"19271","john wayne","john ford",185292
"19272","joel grey","michael kantor",185326
"19273","roman wilhelmi","piotr szulkin",185354
"19274","morton downey","jeremy newberger",185444
"19275","franky g","eric eason",185465
"19276","dolph lundgren","christopher hatton",185471
"19277","thomas schultz","harun farocki",185476
"19278","ray milland","georg fenady",185495
"19279","christian slater","sofya skya",185497
"19280","michael craig","ralph thomas",185546
"19281","brigid brannagh","allison anders",185564
"19282","orlando bloom","jérôme salle",185567
"19283",NA,"dziga vertov",185579
"19284","jean marais","jean cocteau",185591
"19285",NA,"kirby dick",185644
"19286",NA,"theo papadoulakis",185720
"19287","javier pereira","rodrigo sorogoyen",185738
"19288","amy schumer","ryan polito",185744
"19289","christopher lee","jürgen goslar",185752
"19290","donovan","jacques demy",185949
"19291","yoshiko tanaka","shôhei imamura",185987
"19292","eugen sandow","william k l dickson",186019
"19293","manolo fábregas","luis alcoriza",186066
"19294","gerlinde kaltenbrunner","dave ohlson",186079
"19295",NA,"johanna lee",186121
"19296","lucy cohu","paul wilmshurst",186129
"19297","ramon novarro","fred niblo",186201
"19298","robert montgomery","william k howard",186227
"19299","dr steven greer","amardeep kaleka",186254
"19300","leo gorcey","jean yarbrough",186268
"19301","woody allen","rob epstein",186279
"19302","leea klemola","auli mantila",186292
"19303",NA,"robert kramer",186372
"19304","marshall brothers","jack mccoy",186399
"19305","götz george","theodor kotulla",186532
"19306","roy thinnes","jeannot szwarc",186584
"19307",NA,"jamey durham",186592
"19308","justin long","ryan perez",186606
"19309","mike smith","warren p sonoda",186610
"19310","vittorio gassman","dino risi",186630
"19311","steve wang","steve wang",186634
"19312","charlotte gainsbourg","marion vernoux",186705
"19313","guillaume gouix","sylvain chomet",186729
"19314","paulo villaça","rogério sganzerla",186738
"19315","imanol arias","gerardo herrero",186755
"19316","miles teller","dylan kidd",186759
"19317",NA,"chris marker",186766
"19318","josh charles","mike binder",186809
"19319","jan bijvoet","alex van warmerdam",186929
"19320","souleymane démé","mahamat saleh haroun",186970
"19321","mads mikkelsen","arnaud des pallières",186971
"19322","valentina lodovini","marco ponti",186982
"19323","léa seydoux","rebecca zlotowski",186991
"19324","randal douc","rithy panh",186997
"19325","jiang wu","jia zhangke",187022
"19326","adam bakri","hany abu assad",187028
"19327","james woods","ted kotcheff",187219
"19328","bianca guaccero","donato ursitti",187238
"19329","astrid whettnall","vincent lannoo",187252
"19330","erik mcdowell","amanda gusack",187276
"19331","leslie cheung","ronny yu",187401
"19332","carlos alcantara","ricardo maldonado",187442
"19333","jackie chan","bitto albertini",187447
"19334",NA,"d a pennebaker",187458
"19335","kim coates","sean mcnamara",187462
"19336","leo gorcey","william beaudine",187516
"19337","william s burroughs","klaus maeck",187537
"19338","brid brennan","mike leigh",187569
"19339","jamie kastner","jamie kastner",187579
"19340","elizabeth banks","steven brill",187596
"19341","jean louis rolland","paul vecchiali",187602
"19342","adam lundgren","måns mårlind",187628
"19343","gordon scott","giorgio ferroni",187633
"19344","gian maria volonté","gianfranco de bosio",187737
"19345","antonio sabàto","giorgio stegani",187771
"19346","lex marinos","tracey moffatt",187782
"19347","john ireland","roger corman",187790
"19348","donna frotscher","brett piper",187851
"19349","george mackay","paul wright",187927
"19350",NA,"dick huemer",187993
"19351","joan blondell","ray enright",188001
"19352","david cronenberg","ric esther bienstock",188044
"19353","seth macfarlane","seth macfarlane",188161
"19354","macon blair","jeremy saulnier",188166
"19355","mikko nousiainen","mikko kuparinen",188180
"19356","tang wei","xue xiaolu",188183
"19357","malcolm mcdowell","stefano milla",188357
"19358","jackson beck","seymour kneitel",188392
"19359","john carpenter","john das",188421
"19360","marion davies","mervyn leroy",188468
"19361","alan bagh","james nguyen",188489
"19362","josh lucas","sean mcnamara",188507
"19363",NA,"ken rodgers",188509
"19364","david tennant","coky giedroyc",188521
"19365","vince colosimo","michael pattinson",188524
"19366","mark rendall","david bezmozgis",188529
"19367","alexis bledel","jeff bleckner",188538
"19368","ajith kumar","vishnuvardhan",188540
"19369","andrea roth","george mendeluk",188560
"19370","victoria foyt","henry jaglom",188588
"19371",NA,"henry jaglom",188589
"19372","hiroshi kawaguchi","kon ichikawa",188684
"19373","amol palekar","vidhu vinod chopra",188719
"19374","julius feldmeier","katrin gebbe",188758
"19375","natalia oreiro","lucía puenzo",188761
"19376","korkmaz arslan","hiner saleem",188765
"19377","françois arnaud","ronald f maxwell",188826
"19378","sam callis","joe ahearne",188832
"19379","peter chang chi long","jimmy shaw",188836
"19380","michaël abiteboul","javier rebollo",188858
"19381","sean tataryn","david decoteau",188870
"19382","ayako wakao","yasuzô masumura",188981
"19383","jean arthur","alfred e green",188996
"19384","pierre arditi","nick quinn",189019
"19385","luis martinetti","william k l dickson",189054
"19386","pertti koivula","markku pölönen",189076
"19387","david janssen","robert butler",189133
"19388","haruka ayase","taisuke kawamura",189151
"19389","jane seymour","sanaa hamri",189204
"19390","oliver stone","oliver stone",189215
"19391","eldridge cleaver","william klein",189225
"19392","jon ayres","aleksi salmenperä",189242
"19393","alan freed","fred f sears",189243
"19394","boris karloff","john farrow",189279
"19395","harvey keitel","gerardo herrero",189332
"19396","alfredo landa","miguel hermoso",189334
"19397","leon barker","jeremy marre",189359
"19398","elena anaya","inés parís",189364
"19399",NA,"vsevolod pudovkin",189420
"19400","silvia abascal","manuel iborra",189472
"19401","ewan mcgregor","mark neale",189498
"19402",NA,"dziga vertov",189505
"19403","svyatoslav kossakovsky","victor kossakovsky",189556
"19404","rochelle hudson","charles barton",189650
"19405","lillian gish","john s robertson",189682
"19406",NA,"lee savage",189696
"19407","james mason","leslie stevens",189723
"19408","richard davidson","phie ambo",189747
"19409","khan baykal","d w young",189755
"19410",NA,"james h white",189807
"19411",NA,"william heise",189820
"19412",NA,"jon jost",189875
"19413","james coburn","robert ellis miller",189888
"19414","daniel gélin","jacques becker",189996
"19415",NA,"léo lania",190000
"19416",NA,"john corry",190148
"19417",NA,"claude friese greene",190152
"19418","lon chaney","jack conway",190160
"19419","jessie matthews","victor saville",190165
"19420","nick nolte","john byrum",190173
"19421","ira buck woods","george randol",190183
"19422","naseeruddin shah","govind nihalani",190213
"19423","sam hoare","rob mclellan",190250
"19424","norma talmadge","lewis milestone",190269
"19425","ushangi chkheidze","kote mardjanishvili",190326
"19426","gianmarco tognazzi","marco pozzi",190410
"19427","cezary pazura","wiktor grodecki",190496
"19428",NA,"alexandre promio",190553
"19429","benjamin f hardesty","james h white",190582
"19430",NA,"edwin s porter",190605
"19431",NA,"olivier treiner",190681
"19432","georges méliès","georges méliès",190683
"19433","coolio","timothy l anderson",190795
"19434","vimala pons","antonin peretjatko",190817
"19435","eric elmosnino","charles nemes",190824
"19436","sara forestier","katell quillévéré",190853
"19437",NA,"velcrow ripper",190868
"19438","isabelle huppert","serge bozon",190870
"19439","linda arvidson","d w griffith",190883
"19440","michael allan bloom","sam auster",190913
"19441","aamir khan","karan johar",190940
"19442","prithviraj sukumaran","rosshan andrrews",190945
"19443",NA,"harmony korine",190946
