"","original_title","id","release_date","revenue","budget","runtime","animation","comedy","family","adventure","fantasy","drama","romance","action","crime","thriller","history","mystery","music","horror","war","documentary","western","scifi","Actor","Director","actorMovieCount","directorMovieCount","directorEarnings","domestic","quarter","success_1_to_1"
"1537","macandme",20196,1988-08-12,5935269,24078133.8007948,95,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"jadecalegory","stewartraffill",0,2,4284252,0,"3",0
"1538","macbeth",225728,2015-08-16,12601706,1.5e+07,113,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,"michaelfassbender","justinkurzel",1,0,0,0,"3",0
"1539","machetekills",106747,2013-09-12,15008161,1.2e+07,107,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"dannytrejo","robertrodriguez",0,1,39407616,1,"3",1
"1540","madagascarescape2africa",10527,2008-10-30,603900354,1.5e+08,89,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"benstiller","ericdarnell",1,1,373552094,1,"4",1
"1541","madamebovary",2528,1991-04-03,1942423,24078133.8007948,136,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"isabellehuppert","claudechabrol",1,0,0,0,"2",0
"1542","madcity",9770,1997-11-07,10541523,5e+07,114,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,"johntravolta","costagavras",2,0,0,1,"4",0
"1543","madeagoestojail",15670,2009-02-16,90508336,24078133.8007948,103,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"tylerperry","tylerperry",1,1,60072596,1,"1",1
"1544","madrascafe",215776,2013-08-23,6500000,5400000,130,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"johnabraham","shoojitsircar",0,0,0,0,"3",1
"1545","maggie",287424,2015-05-08,187112,4e+06,95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"arnoldschwarzenegger","henryhobson",0,0,0,1,"2",0
"1546","maggiesplan",312669,2016-04-27,3351735,24078133.8007948,98,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"gretagerwig","rebeccamiller",0,0,0,0,"2",0
"1547","magicinthemoonlight",229297,2014-07-25,51029361,16800000,97,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"colinfirth","woodyallen",2,2,71154331,0,"3",1
"1548","magicmike",77930,2012-06-28,167221571,7e+06,110,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"channingtatum","stevensoderbergh",1,1,15600000,1,"2",1
"1549","magnolia",334,1999-12-08,48451803,3.7e+07,188,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"juliannemoore","paulthomasanderson",2,1,28258060,1,"4",1
"1550","magnumforce",10648,1973-12-23,39768000,24078133.8007948,124,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"clinteastwood","tedpost",17,1,18300000,0,"4",1
"1551","makeyourmove",212769,2013-08-07,122,15,110,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"derekhough","duaneadler",0,0,0,0,"3",1
"1552","malcolmx",1883,1992-11-18,48169908,3.4e+07,202,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"denzelwashington","spikelee",7,5,28968716,1,"4",1
"1553","maldepierres",376166,2016-10-19,47748,10300000,120,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"marioncotillard","nicolegarcia",0,0,0,0,"4",0
"1554","malice",2246,1993-09-29,46405336,24078133.8007948,107,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"alecbaldwin","haroldbecker",1,0,0,0,"3",1
"1555","mama",280840,2015-09-11,1137421,24078133.8007948,111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"penÈlopecruz","juliomÈdem",0,0,0,1,"3",0
"1556","manchesterbythesea",334541,2016-11-18,75026965,9e+06,135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"caseyaffleck","kennethlonergan",0,0,0,1,"4",1
"1557","mandelalongwalktofreedom",192136,2013-12-06,27330000,3.5e+07,141,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"idriselba","justinchadwick",0,0,0,1,"4",0
"1558","mandown",296523,2016-12-02,454516,24078133.8007948,92,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"shialabeouf","ditomontiel",0,0,0,0,"4",0
"1559","manhattan",696,1979-04-25,39946780,24078133.8007948,96,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"woodyallen","woodyallen",4,11,392725782,0,"2",1
"1560","manhattanmurdermystery",10440,1993-08-18,11285588,13500000,104,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"woodyallen","woodyallen",1,7,349818428,0,"3",0
"1561","maniac",103620,2012-12-26,31081,6e+06,89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"elijahwood","franckkhalfoun",1,0,0,1,"4",0
"1562","mannequin",10019,1987-02-13,42721196,6e+06,89,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"andrewmccarthy","michaelgottlieb",1,0,0,0,"1",1
"1563","mannequintwoonthemove",34376,1991-01-07,3752426,1.3e+07,95,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,"kristyswanson","stewartraffill",1,1,531826,0,"1",0
"1564","mannylo",88224,1996-01-22,431326,5e+05,88,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"marykayplace","lisakrueger",0,0,0,0,"1",0
"1565","manofsteel",49521,2013-06-12,662845518,2.25e+08,143,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,"henrycavill","zacksnyder",0,0,0,1,"2",1
"1566","manoftaichi",76544,2013-07-04,2054941,2.5e+07,105,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"keanureeves","keanureeves",3,0,0,0,"3",0
"1567","manofthecentury",98480,1999-10-29,33031,24078133.8007948,80,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"gibsonfrazier","adamabraham",0,0,0,0,"4",0
"1568","manonthemoon",1850,1999-12-22,47434430,8.2e+07,118,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"jimcarrey","miloöforman",2,0,0,1,"4",0
"1569","mansbestfriend",41759,1993-11-19,12974636,6e+06,97,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"allysheedy","johnlafia",0,0,0,0,"4",1
"1570","manufacturedlandscapes",24582,2006-09-09,240239,24078133.8007948,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"edwardburtynsky","jenniferbaichwal",0,0,0,0,"3",0
"1571","maoslastdancer",33870,2009-10-01,20719451,2.5e+07,117,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"chicao","bruceberesford",0,1,539896,1,"4",0
"1572","mapstothestars",157851,2014-05-21,1338365,24078133.8007948,112,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"juliannemoore","davidcronenberg",1,0,0,0,"2",0
"1573","marsattacks",75,1996-12-12,101371017,7e+07,106,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"jacknicholson","timburton",3,3,888649543,1,"4",1
"1574","martinlawrenceliverunteldat",20337,2002-08-01,19184015,3e+06,113,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"martinlawrence","martinlawrence",2,0,0,1,"3",1
"1575","marvinsroom",9819,1996-12-18,12803305,2.3e+07,98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"dianekeaton","jerryzaks",1,0,0,1,"4",0
"1576","marwencol",52013,2010-03-12,58,24078133.8007948,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"markhogancamp","jeffmalmberg",0,0,0,0,"1",0
"1577","mash",651,1970-01-24,81600000,3500000,116,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"donaldsutherland","robertaltman",3,2,12140653,1,"1",1
"1578","mastersoftheuniverse",11649,1987-08-07,17336370,2.2e+07,106,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"dolphlundgren","garygoddard",2,0,0,0,"3",0
"1579","matilda",10830,1996-08-02,33459416,3.6e+07,98,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"marawilson","dannydevito",0,1,19322135,1,"3",0
"1580","mauricerichard",49081,2005-10-25,2019009,8e+06,124,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"roydupuis","charlesbinamÈ",0,0,0,1,"4",0
"1581","maximumrisk",10861,1996-09-13,51702483,2.5e+07,100,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"jeanclaudevandamme","ringolam",1,0,0,1,"3",1
"1582","maxkeeblesbigmove",34549,2001-10-05,17292381,1.2e+07,86,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"alexdlinz","timhill",0,0,0,1,"4",1
"1583","may",10894,2002-01-13,150277,5e+05,93,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,"angelabettis","luckymckee",0,0,0,1,"1",0
"1584","mbutterfly",1413,1993-09-09,1499795,24078133.8007948,101,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"jeremyirons","davidcronenberg",0,4,144653589,0,"3",0
"1585","mchalesnavy",14908,1997-04-18,4529843,24078133.8007948,108,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"tomarnold","bryanspicer",0,1,31611225,1,"2",0
"1586","mechenosets",63838,2006-10-12,3919731,5e+06,107.440816326531,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,"artyomtkachenko","filippyankovsky",0,0,0,0,"4",0
"1587","mediterraneo",38251,1991-01-31,4532791,24078133.8007948,96,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"diegoabatantuono","gabrielesalvatores",2,0,0,0,"1",0
"1588","meettheapplegates",76516,1991-02-01,485772,5e+06,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"edbegleyjr","michaellehmann",0,1,69485490,0,"1",0
"1589","meetthedeedles",40688,1998-03-27,4562146,2.4e+07,93,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"paulwalker","steveboyum",2,0,0,1,"1",0
"1590","meettheparents",1597,2000-10-06,330444045,5.5e+07,108,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"benstiller","jayroach",4,3,391278949,1,"4",1
"1591","meettherobinsons",1267,2007-03-23,169332978,1.5e+08,95,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"tomselleck","stephenjanderson",0,0,0,0,"1",1
"1592","melindaandmelinda",9688,2004-10-29,20085825,24078133.8007948,100,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"chiwetelejiofor","woodyallen",0,6,329732603,0,"4",0
"1593","melissap",13461,2005-11-18,5151936,24078133.8007948,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"marÌavalverde","lucaguadagnino",0,1,1982505,0,"4",0
"1594","memento",77,2000-10-11,39723096,9e+06,113,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"guypearce","christophernolan",1,1,113714830,1,"4",1
"1595","memoirsofaninvisibleman",2687,1992-02-28,14358033,4e+07,99,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"chevychase","johncarpenter",0,2,56288197,1,"1",0
"1596","memyselfi",49721,2000-04-20,369975,24078133.8007948,104,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"rachelgriffiths","pipkarmel",1,0,0,0,"2",0
"1597","menaceiisociety",9516,1993-05-26,27900000,3500000,97,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"tyrinturner","alberthughes",0,0,0,1,"2",1
"1598","meninblack",607,1997-07-02,589390539,9e+07,98,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"tommyleejones","barrysonnenfeld",3,1,57814445,1,"3",1
"1599","menofhonor",11978,2000-09-13,48814909,3.2e+07,129,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"robertdeniro","georgetillman",4,1,63013281,1,"3",1
"1600","menwithbrooms",34341,2002-09-20,4245870,7500000,102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"paulgross","paulgross",0,0,0,1,"3",0
"1601","merchantsofdoubt",288789,2014-11-08,192400,24078133.8007948,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"patriciacallahan","robertkenner",0,0,0,0,"4",0
"1602","mermaids",4587,1990-12-14,35419397,3.1e+07,110,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"cher","richardbenjamin",1,1,18137661,0,"4",1
"1603","meru",318279,2015-01-25,2334228,24078133.8007948,89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"conradanker","elizabethchaivasarhelyi",0,0,0,0,"1",0
"1604","messageinabottle",10207,1999-02-22,118880016,8e+07,131,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"kevincostner","luismandoki",3,2,36616869,1,"1",1
"1605","metallicathroughthenever",193613,2013-09-25,7972967,1.8e+07,93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"danedehaan","nimrÛdantal",2,0,0,1,"3",0
"1606","metegol",153158,2013-07-18,2.4e+07,2.2e+07,106,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"juanjosÈcampanella","juanjosÈcampanella",0,0,0,1,"3",1
"1607","metro",8860,1997-01-16,31987563,5.5e+07,117,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"eddiemurphy","thomascarter",5,2,121166239,0,"1",0
"1608","metropolis",9606,2001-05-26,95789342,14500000,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"yukaimoto","rintaro",0,0,0,1,"2",1
"1609","miamirhapsody",17402,1995-01-27,5,6,95,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"sarahjessicaparker","davidfrankel",0,1,10900434,0,"1",0
"1610","michaeljordantothemax",24977,2000-05-05,21268532,24078133.8007948,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"michaeljordan","donkempf",0,0,0,1,"2",0
"1611","micmacs„†tirelarigot",27936,2009-10-28,1.4e+07,3.3e+07,100,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"danyboon","jeanpierrejeunet",0,1,9494789,0,"4",0
"1612","midnightcrossing",45774,1988-05-13,1328001,24078133.8007948,97,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"fayedunaway","rogerholzberg",0,0,0,0,"2",0
"1613","midnightinthegardenofgoodandevil",8197,1997-11-21,25105255,3.5e+07,155,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,"johncusack","clinteastwood",1,12,1598175708,1,"4",0
"1614","midnightrun",9013,1988-07-20,38413606,3e+07,126,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"robertdeniro","martinbrest",10,2,141361462,1,"3",1
"1615","midnightspecial",245703,2016-02-18,6212282,1.8e+07,112,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"michaelshannon","jeffnichols",0,1,8996802,1,"1",0
"1616","miestenv„lisi„keskusteluja",413430,2013-01-04,3,24078133.8007948,107.440816326531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"juhakukkonen","jarmolampela",0,0,0,0,"1",0
"1617","mildredpierce",3309,1945-09-24,5638000,1453000,111,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"joancrawford","michaelcurtiz",0,0,0,0,"3",1
"1618","milkmoney",8986,1994-08-31,18137661,24078133.8007948,108,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"melaniegriffith","richardbenjamin",0,0,0,0,"3",0
"1619","milliondollarbaby",70,2004-12-15,216763646,3e+07,132,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"clinteastwood","clinteastwood",1,8,1069506393,1,"4",1
"1620","millions",13373,2005-04-08,6584159,24078133.8007948,98,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"alexandernathanetel","dannyboyle",0,0,0,0,"2",0
"1621","milwaukeeminnesota",38901,2003-01-21,17350,24078133.8007948,95,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"troygarity","allanmindel",0,0,0,0,"1",0
"1622","mimefahedmezeevhara",171540,2013-04-21,33232,24078133.8007948,110,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"liorashkenazi","navotpapushado",0,0,0,0,"2",0
"1623","mimic",4961,1997-08-22,25480490,3e+07,105,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,"mirasorvino","guillermodeltoro",1,4,643751780,0,"3",0
"1624","minevaganti",40794,2010-02-12,8220215,7e+06,110,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"nicolegrimaudo","ferzanozpetek",0,1,5260000,1,"1",1
"1625","minorityreport",180,2002-06-20,358372926,1.02e+08,145,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,"tomcruise","stevenspielberg",1,2,458639039,1,"2",1
"1626","minusculelavall„edesfourmisperdues",140870,2013-11-17,3e+07,19700000,89,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sarahcohenhadria","hÈlËnegiraud",0,0,0,0,"4",1
"1627","miracle",14292,2004-02-06,64445708,2.8e+07,135,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"kurtrussell","gavinoconnor",1,1,1397284,1,"1",1
"1628","miracleon34thstreet",10510,1994-11-18,46264384,24078133.8007948,114,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"richardattenborough","lesmayfield",0,2,128095977,0,"4",1
"1629","miral",45595,2010-10-01,852336,24078133.8007948,112,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"freidapinto","julianschnabel",0,0,0,0,"4",0
"1630","misscongeniality",1493,2000-12-14,2.12e+08,4.5e+07,111,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"sandrabullock","donaldpetrie",3,1,20455276,1,"4",1
"1631","missing",15600,1982-02-12,1.4e+07,24078133.8007948,122,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,"jacklemmon","costagavras",0,3,16919653,0,"1",0
"1632","missinginaction",15379,1984-11-16,22812411,1500000,101,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,"chucknorris","josephzito",4,0,0,0,"4",1
"1633","missinginaction2thebeginning",12764,1985-03-01,10755447,2410000,100,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"chucknorris","lancehool",3,0,0,0,"1",1
"1634","missionimpossible",954,1996-05-22,457696359,8e+07,110,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"tomcruise","briandepalma",2,2,17621012,1,"2",1
"1635","mississippiburning",1632,1988-12-08,34604000,1.5e+07,128,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,"genehackman","alanparker",2,2,38955611,0,"4",1
"1636","missperegrineshomeforpeculiarchildren",283366,2016-09-28,296485719,1.1e+08,127,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"evagreen","timburton",0,0,0,0,"3",1
"1637","mnenebolno",65839,2006-06-08,1110566,24078133.8007948,101,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"renatalitvinova","alekseybalabanov",1,2,304769,0,"2",0
"1638","moana",277834,2016-11-23,643034466,1.5e+08,107,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"auliicravalho","ronclements",0,0,0,1,"4",1
"1639","mobetterblues",41823,1990-08-03,16153593,1e+07,129,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"denzelwashington","spikelee",8,6,77138624,1,"3",1
"1640","mobsters",21219,1991-07-26,20246790,2.3e+07,104,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,"christianslater","michaelkarbelnikoff",5,0,0,0,"3",0
"1641","mommy",265177,2014-05-22,3494070,4900000,138,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"annedorval","xavierdolan",0,0,0,1,"2",0
"1642","moneymonster",303858,2016-05-12,93282604,2.7e+07,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"georgeclooney","jodiefoster",0,0,0,1,"2",1
"1643","moneytrain",11517,1995-11-21,35431113,6e+07,103,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"wesleysnipes","josephruben",5,0,0,1,"4",0
"1644","monkeybusiness",24008,1952-09-02,2e+06,24078133.8007948,97,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"carygrant","howardhawks",3,0,0,0,"3",0
"1645","monkeykingdom",295592,2015-04-17,16661077,24078133.8007948,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"tinafey","marklinfield",1,0,0,0,"2",0
"1646","monroi",329805,2015-10-21,282000,24078133.8007948,130,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"vincentcassel","maÔwenn",0,0,0,0,"4",0
"1647","monstersuniversity",62211,2013-06-20,743559607,2e+08,104,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"billycrystal","danscanlon",0,0,0,1,"2",1
"1648","monstersvsaliens",15512,2009-03-19,381509870,1.75e+08,94,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"sethrogen","conradvernon",4,1,140705322,1,"1",1
"1649","montypythonandtheholygrail",762,1975-03-13,5028948,4e+05,91,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"grahamchapman","terrygilliam",0,5,264552053,1,"1",1
"1650","moonlightmile",31005,2002-09-09,10011050,2.1e+07,117,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"jakegyllenhaal","bradsilberling",2,0,0,1,"3",0
"1651","moozlum",66025,2011-02-11,330048,24078133.8007948,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"nialong","qasimbasir",0,0,0,1,"1",0
"1652","moreamericangraffiti",33258,1979-08-03,15014674,2500000,110,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"candyclark","billlnorton",0,0,0,0,"3",1
"1653","morgana",132705,2012-08-03,1612100,24078133.8007948,120,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ir·ncastillo","ramÛnobÛn",0,0,0,0,"3",0
"1654","mortalkombat",9312,1995-08-18,122195920,1.8e+07,101,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"christopherlambert","paulwsanderson",0,7,946733983,1,"3",1
"1655","mortalkombatannihilation",9823,1997-11-21,51376861,3e+07,95,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,"robinshou","johnrleonetti",0,0,0,1,"4",1
"1656","moscowheat",106546,2004-11-24,1100000,24078133.8007948,89,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,"michaelyork","jeffcelentano",0,0,0,0,"4",0
"1657","mothersday",353069,2016-04-28,48418160,2.5e+07,118,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"jenniferaniston","garrymarshall",0,0,0,0,"2",1
"1658","mrbaseball",18722,1992-10-01,2e+07,24078133.8007948,108,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"tomselleck","fredschepisi",1,1,3346257,0,"4",0
"1659","mrdeaththeriseandfalloffredaleuchterjr",28216,1999-12-29,507941,24078133.8007948,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"fredaleuchterjr","errolmorris",0,0,0,0,"4",0
"1660","mrhollandsopus",2054,1995-12-29,106269971,24078133.8007948,137,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"richarddreyfuss","stephenherek",0,0,0,0,"4",1
"1661","mrholmes",280996,2015-06-19,29355203,24078133.8007948,103,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"ianmckellen","billcondon",0,1,1262886337,0,"2",1
"1662","mrnorth",77233,1988-07-22,1221366,24078133.8007948,93,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,"anthonyedwards","dannyhuston",0,0,0,0,"3",0
"1663","mrpeabodysherman",82703,2014-02-07,272912430,1.45e+08,92,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"tyburrell","robminkoff",0,0,0,1,"1",1
"1664","mrsdalloway",38904,1997-09-01,3309421,24078133.8007948,97,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"vanessaredgrave","marleengorris",0,0,0,0,"3",0
"1665","mrsdoubtfire",788,1993-11-24,441286195,2.5e+07,125,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"robinwilliams","chriscolumbus",5,2,1220112641,1,"4",1
"1666","mrsmithgoestowashington",3083,1939-10-19,9600000,1500000,129,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"jamesstewart","frankcapra",4,2,14644124,1,"4",1
"1667","mrspalfreyattheclaremont",47880,2005-11-25,1720953,750000,108,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"joanplowright","danireland",0,0,0,0,"4",1
"1668","mrturner",245700,2014-10-31,5405500,24078133.8007948,150,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"timothyspall","mikeleigh",0,0,0,1,"4",0
"1669","mujeresalbordedeunataquedenervios",4203,1988-03-14,7179298,7e+05,88,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"carmenmaura","pedroalmodÛvar",1,2,69407854,0,"1",1
"1670","muppettreasureisland",10874,1996-02-16,34327391,24078133.8007948,100,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"timcurry","brianhenson",0,0,0,0,"1",1
"1671","murderball",14278,2005-07-22,1750211,3e+05,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"joebishop","henryalexrubin",0,0,0,1,"3",1
"1672","murderbynumbers",11892,2002-04-19,56714147,5e+07,120,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,"sandrabullock","barbetschroeder",2,0,0,1,"2",1
"1673","murderinthefirst",8438,1995-01-20,17381942,24078133.8007948,122,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"christianslater","marcrocco",2,0,0,0,"1",0
"1674","murielswedding",236,1994-09-29,15119639,3e+06,106,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"tonicollette","pjhogan",0,0,0,0,"3",1
"1675","murphysromance",34322,1985-12-25,30867525,1.3e+07,107,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"sallyfield","martinritt",3,1,5820015,0,"4",1
"1676","musicbox",2263,1989-12-22,6263883,24078133.8007948,124,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,"jessicalange","costagavras",0,1,10541523,0,"4",0
